#id sdkAdded compatAdded codepoints
10861C 24 1 1F476 1F3FC
10861D 24 1 1F476 1F3FB
10861E 24 1 1F477 1F3FF
10861F 24 1 1F477 1F3FE
108620 24 1 1F477 1F3FD
108621 24 1 1F477 1F3FC
108622 24 1 1F477 1F3FB
108623 24 1 1F478 1F3FF
108624 24 1 1F478 1F3FE
108625 24 1 1F478 1F3FD
108626 24 1 1F478 1F3FC
108627 24 1 1F478 1F3FB
108628 24 1 1F47C 1F3FF
108629 24 1 1F47C 1F3FE
10862A 24 1 1F47C 1F3FD
10862B 24 1 1F47C 1F3FC
10862C 24 1 1F47C 1F3FB
10862D 24 1 1F481 1F3FF
10862E 24 1 1F481 1F3FE
10862F 24 1 1F481 1F3FD
108630 24 1 1F481 1F3FC
108631 24 1 1F481 1F3FB
108632 24 1 1F482 1F3FF
108633 24 1 1F482 1F3FE
108634 24 1 1F482 1F3FD
108635 24 1 1F482 1F3FC
108636 24 1 1F482 1F3FB
108637 24 1 1F483 1F3FF
108638 24 1 1F483 1F3FE
108639 24 1 1F483 1F3FD
10863A 24 1 1F483 1F3FC
10863B 24 1 1F483 1F3FB
10863C 24 1 1F485 1F3FF
10863D 24 1 1F485 1F3FE
10863E 24 1 1F485 1F3FD
10863F 24 1 1F485 1F3FC
108640 24 1 1F485 1F3FB
108641 24 1 1F486 1F3FF
108642 24 1 1F486 1F3FE
108643 24 1 1F486 1F3FD
108644 24 1 1F486 1F3FC
108645 24 1 1F486 1F3FB
108646 24 1 1F487 1F3FF
108647 24 1 1F487 1F3FE
108648 24 1 1F487 1F3FD
108649 24 1 1F487 1F3FC
10864A 24 1 1F487 1F3FB
10864B 24 1 1F4AA 1F3FF
10864C 24 1 1F4AA 1F3FE
10864D 24 1 1F4AA 1F3FD
10864E 24 1 1F4AA 1F3FC
10864F 24 1 1F4AA 1F3FB
108650 24 1 1F575 1F3FF
108651 24 1 1F575 1F3FE
108652 24 1 1F575 1F3FD
108653 24 1 1F575 1F3FC
108654 24 1 1F575 1F3FB
108655 24 1 1F57A 1F3FF
108656 24 1 1F57A 1F3FE
108657 24 1 1F57A 1F3FD
108658 24 1 1F57A 1F3FC
108659 24 1 1F57A 1F3FB
10865A 24 1 1F590 1F3FF
10865B 24 1 1F590 1F3FE
10865C 24 1 1F590 1F3FD
10865D 24 1 1F590 1F3FC
10865E 24 1 1F590 1F3FB
10865F 24 1 1F595 1F3FF
108660 24 1 1F595 1F3FE
108661 24 1 1F595 1F3FD
108662 24 1 1F595 1F3FC
108663 24 1 1F595 1F3FB
108664 24 1 1F596 1F3FF
108665 24 1 1F596 1F3FE
108666 24 1 1F596 1F3FD
108667 24 1 1F596 1F3FC
108668 24 1 1F596 1F3FB
108669 24 1 1F645 1F3FF
10866A 24 1 1F645 1F3FE
10866B 24 1 1F645 1F3FD
10866C 24 1 1F645 1F3FC
10866D 24 1 1F645 1F3FB
10866E 24 1 1F646 1F3FF
10866F 24 1 1F646 1F3FE
108670 24 1 1F646 1F3FD
108671 24 1 1F646 1F3FC
108672 24 1 1F646 1F3FB
108673 24 1 1F647 1F3FF
108674 24 1 1F647 1F3FE
108675 24 1 1F647 1F3FD
108676 24 1 1F647 1F3FC
108677 24 1 1F647 1F3FB
108678 24 1 1F64B 1F3FF
108679 24 1 1F64B 1F3FE
10867A 24 1 1F64B 1F3FD
10867B 24 1 1F64B 1F3FC
10867C 24 1 1F64B 1F3FB
10867D 24 1 1F64C 1F3FF
10867E 24 1 1F64C 1F3FE
10867F 24 1 1F64C 1F3FD
108680 24 1 1F64C 1F3FC
108681 24 1 1F64C 1F3FB
108682 24 1 1F64D 1F3FF
108683 24 1 1F64D 1F3FE
108684 24 1 1F64D 1F3FD
108685 24 1 1F64D 1F3FC
108686 24 1 1F64D 1F3FB
108687 24 1 1F64E 1F3FF
108688 24 1 1F64E 1F3FE
108689 24 1 1F64E 1F3FD
10868A 24 1 1F64E 1F3FC
10868B 24 1 1F64E 1F3FB
10868C 24 1 1F64F 1F3FF
10868D 24 1 1F64F 1F3FE
10868E 24 1 1F64F 1F3FD
10868F 24 1 1F64F 1F3FC
108690 24 1 1F64F 1F3FB
108691 24 1 1F6A3 1F3FF
108692 24 1 1F6A3 1F3FE
108693 24 1 1F6A3 1F3FD
108694 24 1 1F6A3 1F3FC
108695 24 1 1F6A3 1F3FB
108696 24 1 1F6B4 1F3FF
108697 24 1 1F6B4 1F3FE
108698 24 1 1F6B4 1F3FD
108699 24 1 1F6B4 1F3FC
10869A 24 1 1F6B4 1F3FB
10869B 24 1 1F6B5 1F3FF
10869C 24 1 1F6B5 1F3FE
10869D 24 1 1F6B5 1F3FD
10869E 24 1 1F6B5 1F3FC
10869F 24 1 1F6B5 1F3FB
1086A0 24 1 1F6B6 1F3FF
1086A1 24 1 1F6B6 1F3FE
1086A2 24 1 1F6B6 1F3FD
1086A3 24 1 1F6B6 1F3FC
1086A4 24 1 1F6B6 1F3FB
1086A5 24 1 1F6C0 1F3FF
1086A6 24 1 1F6C0 1F3FE
1086A7 24 1 1F6C0 1F3FD
1086A8 24 1 1F6C0 1F3FC
1086A9 24 1 1F6C0 1F3FB
1086AA 24 1 1F918 1F3FF
1086AB 24 1 1F918 1F3FE
1086AC 24 1 1F918 1F3FD
1086AD 24 1 1F918 1F3FC
1086AE 24 1 1F918 1F3FB
1086AF 24 1 1F919 1F3FF
1086B0 24 1 1F919 1F3FE
1086B1 24 1 1F919 1F3FD
1086B2 24 1 1F919 1F3FC
1086B3 24 1 1F919 1F3FB
1086B4 24 1 1F91A 1F3FF
1086B5 24 1 1F91A 1F3FE
1086B6 24 1 1F91A 1F3FD
1086B7 24 1 1F91A 1F3FC
1086B8 24 1 1F91A 1F3FB
1086B9 24 1 1F91B 1F3FF
1086BA 24 1 1F91B 1F3FE
1086BB 24 1 1F91B 1F3FD
1086BC 24 1 1F91B 1F3FC
1086BD 24 1 1F91B 1F3FB
1086BE 24 1 1F91C 1F3FF
1086BF 24 1 1F91C 1F3FE
1086C0 24 1 1F91C 1F3FD
1086C1 24 1 1F91C 1F3FC
1086C2 24 1 1F91C 1F3FB
1086C3 24 1 1F91D 1F3FF
1086C4 24 1 1F91D 1F3FE
1086C5 24 1 1F91D 1F3FD
1086C6 24 1 1F91D 1F3FC
1086C7 24 1 1F91D 1F3FB
1086C8 24 1 1F91E 1F3FF
1086C9 24 1 1F91E 1F3FE
1086CA 24 1 1F91E 1F3FD
1086CB 24 1 1F91E 1F3FC
1086CC 24 1 1F91E 1F3FB
1086CD 24 1 1F926 1F3FF
1086CE 24 1 1F926 1F3FE
1086CF 24 1 1F926 1F3FD
1086D0 24 1 1F926 1F3FC
1086D1 24 1 1F926 1F3FB
1086D2 24 1 1F930 1F3FF
1086D3 24 1 1F930 1F3FE
1086D4 24 1 1F930 1F3FD
1086D5 24 1 1F930 1F3FC
1086D6 24 1 1F930 1F3FB
1086D7 24 1 1F933 1F3FF
1086D8 24 1 1F933 1F3FE
1086D9 24 1 1F933 1F3FD
1086DA 24 1 1F933 1F3FC
1086DB 24 1 1F933 1F3FB
1086DC 24 1 1F934 1F3FF
1086DD 24 1 1F934 1F3FE
1086DE 24 1 1F934 1F3FD
1086DF 24 1 1F934 1F3FC
1086E0 24 1 1F934 1F3FB
1086E1 24 1 1F935 1F3FF
1086E2 24 1 1F935 1F3FE
1086E3 24 1 1F935 1F3FD
1086E4 24 1 1F935 1F3FC
1086E5 24 1 1F935 1F3FB
1086E6 24 1 1F936 1F3FF
1086E7 24 1 1F936 1F3FE
1086E8 24 1 1F936 1F3FD
1086E9 24 1 1F936 1F3FC
1086EA 24 1 1F936 1F3FB
1086EB 24 1 1F937 1F3FF
1086EC 24 1 1F937 1F3FE
1086ED 24 1 1F937 1F3FD
1086EE 24 1 1F937 1F3FC
1086EF 24 1 1F937 1F3FB
1086F0 24 1 1F938 1F3FF
1086F1 24 1 1F938 1F3FE
1086F2 24 1 1F938 1F3FD
1086F3 24 1 1F938 1F3FC
1086F4 24 1 1F938 1F3FB
1086F5 24 1 1F939 1F3FF
1086F6 24 1 1F939 1F3FE
1086F7 24 1 1F939 1F3FD
1086F8 24 1 1F939 1F3FC
1086F9 24 1 1F939 1F3FB
1086FA 24 1 1F93C 1F3FF
1086FB 24 1 1F93C 1F3FE
1086FC 24 1 1F93C 1F3FD
1086FD 24 1 1F93C 1F3FC
1086FE 24 1 1F93C 1F3FB
1086FF 24 1 1F93D 1F3FF
108700 24 1 1F93D 1F3FE
108701 24 1 1F93D 1F3FD
108702 24 1 1F93D 1F3FC
108703 24 1 1F93D 1F3FB
108704 24 1 1F93E 1F3FF
108705 24 1 1F93E 1F3FE
108706 24 1 1F93E 1F3FD
108707 24 1 1F93E 1F3FC
108708 24 1 1F93E 1F3FB
108709 24 1 261D 1F3FF
10870A 24 1 261D 1F3FE
10870B 24 1 261D 1F3FD
10870C 24 1 261D 1F3FC
10870D 24 1 261D 1F3FB
10870E 24 1 26F9 1F3FF
10870F 24 1 26F9 1F3FE
108710 24 1 26F9 1F3FD
108711 24 1 26F9 1F3FC
108712 24 1 26F9 1F3FB
108713 24 1 270A 1F3FF
108714 24 1 270A 1F3FE
108715 24 1 270A 1F3FD
108716 24 1 270A 1F3FC
108717 24 1 270A 1F3FB
108718 24 1 270B 1F3FF
108719 24 1 270B 1F3FE
10871A 24 1 270B 1F3FD
10871B 24 1 270B 1F3FC
10871C 24 1 270B 1F3FB
10871D 24 1 270C 1F3FF
10871E 24 1 270C 1F3FE
10871F 24 1 270C 1F3FD
108720 24 1 270C 1F3FC
108721 24 1 270C 1F3FB
108722 24 1 270D 1F3FF
108723 24 1 270D 1F3FE
108724 24 1 270D 1F3FD
108725 24 1 270D 1F3FC
108726 24 1 270D 1F3FB
10872A 25 1 1F3C3 1F3FF 200D 2642
10872B 25 1 1F3C3 1F3FF 200D 2640
10872C 25 1 1F3C3 1F3FE 200D 2642
10872D 25 1 1F3C3 1F3FE 200D 2640
10872E 25 1 1F3C3 1F3FD 200D 2642
10872F 25 1 1F3C3 1F3FD 200D 2640
108730 25 1 1F3C3 1F3FC 200D 2642
108731 25 1 1F3C3 1F3FC 200D 2640
108732 25 1 1F3C3 1F3FB 200D 2642
108733 25 1 1F3C3 1F3FB 200D 2640
108734 25 1 1F3C3 200D 2642
108735 25 1 1F3C3 200D 2640
108736 25 1 1F3C4 1F3FF 200D 2642
108737 25 1 1F3C4 1F3FF 200D 2640
108738 25 1 1F3C4 1F3FE 200D 2642
108739 25 1 1F3C4 1F3FE 200D 2640
10873A 25 1 1F3C4 1F3FD 200D 2642
10873B 25 1 1F3C4 1F3FD 200D 2640
10873C 25 1 1F3C4 1F3FC 200D 2642
10873D 25 1 1F3C4 1F3FC 200D 2640
10873E 25 1 1F3C4 1F3FB 200D 2642
10873F 25 1 1F3C4 1F3FB 200D 2640
108740 25 1 1F3C4 200D 2642
108741 25 1 1F3C4 200D 2640
108742 25 1 1F3CA 1F3FF 200D 2642
108743 25 1 1F3CA 1F3FF 200D 2640
108744 25 1 1F3CA 1F3FE 200D 2642
108745 25 1 1F3CA 1F3FE 200D 2640
108746 25 1 1F3CA 1F3FD 200D 2642
108747 25 1 1F3CA 1F3FD 200D 2640
108748 25 1 1F3CA 1F3FC 200D 2642
108749 25 1 1F3CA 1F3FC 200D 2640
10874A 25 1 1F3CA 1F3FB 200D 2642
10874B 25 1 1F3CA 1F3FB 200D 2640
10874C 25 1 1F3CA 200D 2642
10874D 25 1 1F3CA 200D 2640
10874E 25 1 1F3CB 1F3FF 200D 2642
10874F 25 1 1F3CB 1F3FF 200D 2640
108750 25 1 1F3CB 1F3FE 200D 2642
108751 25 1 1F3CB 1F3FE 200D 2640
108752 25 1 1F3CB 1F3FD 200D 2642
108753 25 1 1F3CB 1F3FD 200D 2640
108754 25 1 1F3CB 1F3FC 200D 2642
108755 25 1 1F3CB 1F3FC 200D 2640
108756 25 1 1F3CB 1F3FB 200D 2642
108757 25 1 1F3CB 1F3FB 200D 2640
108758 25 1 1F3CB 200D 2642
108759 25 1 1F3CB 200D 2640
10875A 25 1 1F3CC 200D 2642
10875B 25 1 1F3CC 200D 2640
10875C 25 1 1F3F3 200D 1F308
10875D 25 1 1F468 1F3FF 200D 2695
10875E 25 1 1F468 1F3FF 200D 1F52C
10875F 25 1 1F468 1F3FF 200D 1F527
108760 25 1 1F468 1F3FF 200D 1F4BC
108761 25 1 1F468 1F3FF 200D 1F4BB
108762 25 1 1F468 1F3FF 200D 1F3ED
108763 25 1 1F468 1F3FF 200D 1F3EB
108764 25 1 1F468 1F3FF 200D 1F3A4
108765 25 1 1F468 1F3FF 200D 1F393
108766 25 1 1F468 1F3FF 200D 1F373
108767 25 1 1F468 1F3FF 200D 1F33E
108768 25 1 1F468 1F3FE 200D 2695
108769 25 1 1F468 1F3FE 200D 1F52C
10876A 25 1 1F468 1F3FE 200D 1F527
10876B 25 1 1F468 1F3FE 200D 1F4BC
10876C 25 1 1F468 1F3FE 200D 1F4BB
10876D 25 1 1F468 1F3FE 200D 1F3ED
10876E 25 1 1F468 1F3FE 200D 1F3EB
10876F 25 1 1F468 1F3FE 200D 1F3A4
108770 25 1 1F468 1F3FE 200D 1F393
108771 25 1 1F468 1F3FE 200D 1F373
108772 25 1 1F468 1F3FE 200D 1F33E
108773 25 1 1F468 1F3FD 200D 2695
108774 25 1 1F468 1F3FD 200D 1F52C
108775 25 1 1F468 1F3FD 200D 1F527
108776 25 1 1F468 1F3FD 200D 1F4BC
108777 25 1 1F468 1F3FD 200D 1F4BB
108778 25 1 1F468 1F3FD 200D 1F3ED
108779 25 1 1F468 1F3FD 200D 1F3EB
10877A 25 1 1F468 1F3FD 200D 1F3A4
10877B 25 1 1F468 1F3FD 200D 1F393
10877C 25 1 1F468 1F3FD 200D 1F373
10877D 25 1 1F468 1F3FD 200D 1F33E
10877E 25 1 1F468 1F3FC 200D 2695
10877F 25 1 1F468 1F3FC 200D 1F52C
108780 25 1 1F468 1F3FC 200D 1F527
108781 25 1 1F468 1F3FC 200D 1F4BC
108782 25 1 1F468 1F3FC 200D 1F4BB
108783 25 1 1F468 1F3FC 200D 1F3ED
108784 25 1 1F468 1F3FC 200D 1F3EB
108785 25 1 1F468 1F3FC 200D 1F3A4
108786 25 1 1F468 1F3FC 200D 1F393
108787 25 1 1F468 1F3FC 200D 1F373
108788 25 1 1F468 1F3FC 200D 1F33E
108789 25 1 1F468 1F3FB 200D 2695
10878A 25 1 1F468 1F3FB 200D 1F52C
10878B 25 1 1F468 1F3FB 200D 1F527
10878C 25 1 1F468 1F3FB 200D 1F4BC
10878D 25 1 1F468 1F3FB 200D 1F4BB
10878E 25 1 1F468 1F3FB 200D 1F3ED
10878F 25 1 1F468 1F3FB 200D 1F3EB
108790 25 1 1F468 1F3FB 200D 1F3A4
108791 25 1 1F468 1F3FB 200D 1F393
108792 25 1 1F468 1F3FB 200D 1F373
108793 25 1 1F468 1F3FB 200D 1F33E
108794 25 1 1F468 200D 2695
108795 25 1 1F468 200D 1F52C
108796 25 1 1F468 200D 1F527
108797 25 1 1F468 200D 1F4BC
108798 25 1 1F468 200D 1F4BB
108799 25 1 1F468 200D 1F3ED
10879A 25 1 1F468 200D 1F3EB
10879B 25 1 1F468 200D 1F3A4
10879C 25 1 1F468 200D 1F393
10879D 25 1 1F468 200D 1F373
10879E 25 1 1F468 200D 1F33E
10879F 25 1 1F469 1F3FF 200D 2695
1087A0 25 1 1F469 1F3FF 200D 1F52C
1087A1 25 1 1F469 1F3FF 200D 1F527
1087A2 25 1 1F469 1F3FF 200D 1F4BC
1087A3 25 1 1F469 1F3FF 200D 1F4BB
1087A4 25 1 1F469 1F3FF 200D 1F3ED
1087A5 25 1 1F469 1F3FF 200D 1F3EB
1087A6 25 1 1F469 1F3FF 200D 1F3A4
1087A7 25 1 1F469 1F3FF 200D 1F393
1087A8 25 1 1F469 1F3FF 200D 1F373
1087A9 25 1 1F469 1F3FF 200D 1F33E
1087AA 25 1 1F469 1F3FE 200D 2695
1087AB 25 1 1F469 1F3FE 200D 1F52C
1087AC 25 1 1F469 1F3FE 200D 1F527
1087AD 25 1 1F469 1F3FE 200D 1F4BC
1087AE 25 1 1F469 1F3FE 200D 1F4BB
1087AF 25 1 1F469 1F3FE 200D 1F3ED
1087B0 25 1 1F469 1F3FE 200D 1F3EB
1087B1 25 1 1F469 1F3FE 200D 1F3A4
1087B2 25 1 1F469 1F3FE 200D 1F393
1087B3 25 1 1F469 1F3FE 200D 1F373
1087B4 25 1 1F469 1F3FE 200D 1F33E
1087B5 25 1 1F469 1F3FD 200D 2695
1087B6 25 1 1F469 1F3FD 200D 1F52C
1087B7 25 1 1F469 1F3FD 200D 1F527
1087B8 25 1 1F469 1F3FD 200D 1F4BC
1087B9 25 1 1F469 1F3FD 200D 1F4BB
1087BA 25 1 1F469 1F3FD 200D 1F3ED
1087BB 25 1 1F469 1F3FD 200D 1F3EB
1087BC 25 1 1F469 1F3FD 200D 1F3A4
1087BD 25 1 1F469 1F3FD 200D 1F393
1087BE 25 1 1F469 1F3FD 200D 1F373
1087BF 25 1 1F469 1F3FD 200D 1F33E
1087C0 25 1 1F469 1F3FC 200D 2695
1087C1 25 1 1F469 1F3FC 200D 1F52C
1087C2 25 1 1F469 1F3FC 200D 1F527
1087C3 25 1 1F469 1F3FC 200D 1F4BC
1087C4 25 1 1F469 1F3FC 200D 1F4BB
1087C5 25 1 1F469 1F3FC 200D 1F3ED
1087C6 25 1 1F469 1F3FC 200D 1F3EB
1087C7 25 1 1F469 1F3FC 200D 1F3A4
1087C8 25 1 1F469 1F3FC 200D 1F393
1087C9 25 1 1F469 1F3FC 200D 1F373
1087CA 25 1 1F469 1F3FC 200D 1F33E
1087CB 25 1 1F469 1F3FB 200D 2695
1087CC 25 1 1F469 1F3FB 200D 1F52C
1087CD 25 1 1F469 1F3FB 200D 1F527
1087CE 25 1 1F469 1F3FB 200D 1F4BC
1087CF 25 1 1F469 1F3FB 200D 1F4BB
1087D0 25 1 1F469 1F3FB 200D 1F3ED
1087D1 25 1 1F469 1F3FB 200D 1F3EB
1087D2 25 1 1F469 1F3FB 200D 1F3A4
1087D3 25 1 1F469 1F3FB 200D 1F393
1087D4 25 1 1F469 1F3FB 200D 1F373
1087D5 25 1 1F469 1F3FB 200D 1F33E
1087D6 25 1 1F469 200D 2695
1087D7 25 1 1F469 200D 1F52C
1087D8 25 1 1F469 200D 1F527
1087D9 25 1 1F469 200D 1F4BC
1087DA 25 1 1F469 200D 1F4BB
1087DB 25 1 1F469 200D 1F3ED
1087DC 25 1 1F469 200D 1F3EB
1087DD 25 1 1F469 200D 1F3A4
1087DE 25 1 1F469 200D 1F393
1087DF 25 1 1F469 200D 1F373
1087E0 25 1 1F469 200D 1F33E
1087E1 25 1 1F46E 1F3FF 200D 2642
1087E2 25 1 1F46E 1F3FF 200D 2640
1087E3 25 1 1F46E 1F3FE 200D 2642
1087E4 25 1 1F46E 1F3FE 200D 2640
1087E5 25 1 1F46E 1F3FD 200D 2642
1087E6 25 1 1F46E 1F3FD 200D 2640
1087E7 25 1 1F46E 1F3FC 200D 2642
1087E8 25 1 1F46E 1F3FC 200D 2640
1087E9 25 1 1F46E 1F3FB 200D 2642
1087EA 25 1 1F46E 1F3FB 200D 2640
1087EB 25 1 1F46E 200D 2642
1087EC 25 1 1F46E 200D 2640
1087ED 25 1 1F46F 200D 2642
1087EE 25 1 1F46F 200D 2640
1087EF 25 1 1F471 1F3FF 200D 2642
1087F0 25 1 1F471 1F3FF 200D 2640
1087F1 25 1 1F471 1F3FE 200D 2642
1087F2 25 1 1F471 1F3FE 200D 2640
1087F3 25 1 1F471 1F3FD 200D 2642
1087F4 25 1 1F471 1F3FD 200D 2640
1087F5 25 1 1F471 1F3FC 200D 2642
1087F6 25 1 1F471 1F3FC 200D 2640
1087F7 25 1 1F471 1F3FB 200D 2642
1087F8 25 1 1F471 1F3FB 200D 2640
1087F9 25 1 1F471 200D 2642
1087FA 25 1 1F471 200D 2640
1087FB 25 1 1F473 1F3FF 200D 2642
1087FC 25 1 1F473 1F3FF 200D 2640
1087FD 25 1 1F473 1F3FE 200D 2642
1087FE 25 1 1F473 1F3FE 200D 2640
1087FF 25 1 1F473 1F3FD 200D 2642
108800 25 1 1F473 1F3FD 200D 2640
108801 25 1 1F473 1F3FC 200D 2642
108802 25 1 1F473 1F3FC 200D 2640
108803 25 1 1F473 1F3FB 200D 2642
108804 25 1 1F473 1F3FB 200D 2640
108805 25 1 1F473 200D 2642
108806 25 1 1F473 200D 2640
108807 25 1 1F477 1F3FF 200D 2642
108808 25 1 1F477 1F3FF 200D 2640
108809 25 1 1F477 1F3FE 200D 2642
10880A 25 1 1F477 1F3FE 200D 2640
10880B 25 1 1F477 1F3FD 200D 2642
10880C 25 1 1F477 1F3FD 200D 2640
10880D 25 1 1F477 1F3FC 200D 2642
10880E 25 1 1F477 1F3FC 200D 2640
10880F 25 1 1F477 1F3FB 200D 2642
108810 25 1 1F477 1F3FB 200D 2640
108811 25 1 1F477 200D 2642
108812 25 1 1F477 200D 2640
108813 25 1 1F481 1F3FF 200D 2642
108814 25 1 1F481 1F3FF 200D 2640
108815 25 1 1F481 1F3FE 200D 2642
108816 25 1 1F481 1F3FE 200D 2640
108817 25 1 1F481 1F3FD 200D 2642
108818 25 1 1F481 1F3FD 200D 2640
108819 25 1 1F481 1F3FC 200D 2642
10881A 25 1 1F481 1F3FC 200D 2640
10881B 25 1 1F481 1F3FB 200D 2642
10881C 25 1 1F481 1F3FB 200D 2640
10881D 25 1 1F481 200D 2642
10881E 25 1 1F481 200D 2640
10881F 25 1 1F482 1F3FF 200D 2642
108820 25 1 1F482 1F3FF 200D 2640
108821 25 1 1F482 1F3FE 200D 2642
108822 25 1 1F482 1F3FE 200D 2640
108823 25 1 1F482 1F3FD 200D 2642
108824 25 1 1F482 1F3FD 200D 2640
108825 25 1 1F482 1F3FC 200D 2642
108826 25 1 1F482 1F3FC 200D 2640
108827 25 1 1F482 1F3FB 200D 2642
108828 25 1 1F482 1F3FB 200D 2640
108829 25 1 1F482 200D 2642
10882A 25 1 1F482 200D 2640
10882B 25 1 1F486 1F3FF 200D 2642
10882C 25 1 1F486 1F3FF 200D 2640
10882D 25 1 1F486 1F3FE 200D 2642
10882E 25 1 1F486 1F3FE 200D 2640
10882F 25 1 1F486 1F3FD 200D 2642
108830 25 1 1F486 1F3FD 200D 2640
108831 25 1 1F486 1F3FC 200D 2642
108832 25 1 1F486 1F3FC 200D 2640
108833 25 1 1F486 1F3FB 200D 2642
108834 25 1 1F486 1F3FB 200D 2640
108835 25 1 1F486 200D 2642
108836 25 1 1F486 200D 2640
108837 25 1 1F487 1F3FF 200D 2642
108838 25 1 1F487 1F3FF 200D 2640
108839 25 1 1F487 1F3FE 200D 2642
10883A 25 1 1F487 1F3FE 200D 2640
10883B 25 1 1F487 1F3FD 200D 2642
10883C 25 1 1F487 1F3FD 200D 2640
10883D 25 1 1F487 1F3FC 200D 2642
10883E 25 1 1F487 1F3FC 200D 2640
10883F 25 1 1F487 1F3FB 200D 2642
108840 25 1 1F487 1F3FB 200D 2640
108841 25 1 1F487 200D 2642
108842 25 1 1F487 200D 2640
108843 25 1 1F575 1F3FF 200D 2642
108844 25 1 1F575 1F3FF 200D 2640
108845 25 1 1F575 1F3FE 200D 2642
108846 25 1 1F575 1F3FE 200D 2640
108847 25 1 1F575 1F3FD 200D 2642
108848 25 1 1F575 1F3FD 200D 2640
108849 25 1 1F575 1F3FC 200D 2642
10884A 25 1 1F575 1F3FC 200D 2640
10884B 25 1 1F575 1F3FB 200D 2642
10884C 25 1 1F575 1F3FB 200D 2640
10884D 25 1 1F575 200D 2642
10884E 25 1 1F575 200D 2640
10884F 25 1 1F645 1F3FF 200D 2642
108850 25 1 1F645 1F3FF 200D 2640
108851 25 1 1F645 1F3FE 200D 2642
108852 25 1 1F645 1F3FE 200D 2640
108853 25 1 1F645 1F3FD 200D 2642
108854 25 1 1F645 1F3FD 200D 2640
108855 25 1 1F645 1F3FC 200D 2642
108856 25 1 1F645 1F3FC 200D 2640
108857 25 1 1F645 1F3FB 200D 2642
108858 25 1 1F645 1F3FB 200D 2640
108859 25 1 1F645 200D 2642
10885A 25 1 1F645 200D 2640
10885B 25 1 1F646 1F3FF 200D 2642
10885C 25 1 1F646 1F3FF 200D 2640
10885D 25 1 1F646 1F3FE 200D 2642
10885E 25 1 1F646 1F3FE 200D 2640
10885F 25 1 1F646 1F3FD 200D 2642
108860 25 1 1F646 1F3FD 200D 2640
108861 25 1 1F646 1F3FC 200D 2642
108862 25 1 1F646 1F3FC 200D 2640
108863 25 1 1F646 1F3FB 200D 2642
108864 25 1 1F646 1F3FB 200D 2640
108865 25 1 1F646 200D 2642
108866 25 1 1F646 200D 2640
108867 25 1 1F647 1F3FF 200D 2642
108868 25 1 1F647 1F3FF 200D 2640
108869 25 1 1F647 1F3FE 200D 2642
10886A 25 1 1F647 1F3FE 200D 2640
10886B 25 1 1F647 1F3FD 200D 2642
10886C 25 1 1F647 1F3FD 200D 2640
10886D 25 1 1F647 1F3FC 200D 2642
10886E 25 1 1F647 1F3FC 200D 2640
10886F 25 1 1F647 1F3FB 200D 2642
108870 25 1 1F647 1F3FB 200D 2640
108871 25 1 1F647 200D 2642
108872 25 1 1F647 200D 2640
108873 25 1 1F64B 1F3FF 200D 2642
108874 25 1 1F64B 1F3FF 200D 2640
108875 25 1 1F64B 1F3FE 200D 2642
108876 25 1 1F64B 1F3FE 200D 2640
108877 25 1 1F64B 1F3FD 200D 2642
108878 25 1 1F64B 1F3FD 200D 2640
108879 25 1 1F64B 1F3FC 200D 2642
10887A 25 1 1F64B 1F3FC 200D 2640
10887B 25 1 1F64B 1F3FB 200D 2642
10887C 25 1 1F64B 1F3FB 200D 2640
10887D 25 1 1F64B 200D 2642
10887E 25 1 1F64B 200D 2640
10887F 25 1 1F64D 1F3FF 200D 2642
108880 25 1 1F64D 1F3FF 200D 2640
108881 25 1 1F64D 1F3FE 200D 2642
108882 25 1 1F64D 1F3FE 200D 2640
108883 25 1 1F64D 1F3FD 200D 2642
108884 25 1 1F64D 1F3FD 200D 2640
108885 25 1 1F64D 1F3FC 200D 2642
108886 25 1 1F64D 1F3FC 200D 2640
108887 25 1 1F64D 1F3FB 200D 2642
108888 25 1 1F64D 1F3FB 200D 2640
108889 25 1 1F64D 200D 2642
10888A 25 1 1F64D 200D 2640
10888B 25 1 1F64E 1F3FF 200D 2642
10888C 25 1 1F64E 1F3FF 200D 2640
10888D 25 1 1F64E 1F3FE 200D 2642
10888E 25 1 1F64E 1F3FE 200D 2640
10888F 25 1 1F64E 1F3FD 200D 2642
108890 25 1 1F64E 1F3FD 200D 2640
108891 25 1 1F64E 1F3FC 200D 2642
108892 25 1 1F64E 1F3FC 200D 2640
108893 25 1 1F64E 1F3FB 200D 2642
108894 25 1 1F64E 1F3FB 200D 2640
108895 25 1 1F64E 200D 2642
108896 25 1 1F64E 200D 2640
108897 25 1 1F6A3 1F3FF 200D 2642
108898 25 1 1F6A3 1F3FF 200D 2640
108899 25 1 1F6A3 1F3FE 200D 2642
10889A 25 1 1F6A3 1F3FE 200D 2640
10889B 25 1 1F6A3 1F3FD 200D 2642
10889C 25 1 1F6A3 1F3FD 200D 2640
10889D 25 1 1F6A3 1F3FC 200D 2642
10889E 25 1 1F6A3 1F3FC 200D 2640
10889F 25 1 1F6A3 1F3FB 200D 2642
1088A0 25 1 1F6A3 1F3FB 200D 2640
1088A1 25 1 1F6A3 200D 2642
1088A2 25 1 1F6A3 200D 2640
1088A3 25 1 1F6B4 1F3FF 200D 2642
1088A4 25 1 1F6B4 1F3FF 200D 2640
