#id sdkAdded compatAdded codepoints
1F6E4 23 1 1F6E4
1F6E5 23 1 1F6E5
1F6E9 23 1 1F6E9
1F6EB 23 1 1F6EB
1F6EC 23 1 1F6EC
1F6F0 23 1 1F6F0
1F6F3 23 1 1F6F3
1F6F4 24 1 1F6F4
1F6F5 24 1 1F6F5
1F6F6 24 1 1F6F6
1F6F7 26 2 1F6F7
1F6F8 26 2 1F6F8
1F6F9 28 3 1F6F9
1F6FA 29 4 1F6FA
1F6FB 30 6 1F6FB
1F6FC 30 6 1F6FC
1F7E0 29 4 1F7E0
1F7E1 29 4 1F7E1
1F7E2 29 4 1F7E2
1F7E3 29 4 1F7E3
1F7E4 29 4 1F7E4
1F7E5 29 4 1F7E5
1F7E6 29 4 1F7E6
1F7E7 29 4 1F7E7
1F7E8 29 4 1F7E8
1F7E9 29 4 1F7E9
1F7EA 29 4 1F7EA
1F7EB 29 4 1F7EB
1F7F0 31 8 1F7F0
1F90C 30 6 1F90C
1F90D 29 4 1F90D
1F90E 29 4 1F90E
1F90F 29 4 1F90F
1F910 23 1 1F910
1F911 23 1 1F911
1F912 23 1 1F912
1F913 23 1 1F913
1F914 23 1 1F914
1F915 23 1 1F915
1F916 23 1 1F916
1F917 23 1 1F917
1F918 23 1 1F918
1F919 24 1 1F919
1F91A 24 1 1F91A
1F91B 24 1 1F91B
1F91C 24 1 1F91C
1F91D 24 1 1F91D
1F91E 24 1 1F91E
1F91F 26 2 1F91F
1F920 24 1 1F920
1F921 24 1 1F921
1F922 24 1 1F922
1F923 24 1 1F923
1F924 24 1 1F924
1F925 24 1 1F925
1F926 24 1 1F926
1F927 24 1 1F927
1F928 26 2 1F928
1F929 26 2 1F929
1F92A 26 2 1F92A
1F92B 26 2 1F92B
1F92C 26 2 1F92C
1F92D 26 2 1F92D
1F92E 26 2 1F92E
1F92F 26 2 1F92F
1F930 24 1 1F930
1F931 26 2 1F931
1F932 26 2 1F932
1F933 24 1 1F933
1F934 24 1 1F934
1F935 24 1 1F935
1F936 24 1 1F936
1F937 24 1 1F937
1F938 24 1 1F938
1F939 24 1 1F939
1F93A 24 1 1F93A
1F93C 24 1 1F93C
1F93D 24 1 1F93D
1F93E 24 1 1F93E
1F93F 29 4 1F93F
1F940 24 1 1F940
1F941 24 1 1F941
1F942 24 1 1F942
1F943 24 1 1F943
1F944 24 1 1F944
1F945 24 1 1F945
1F947 24 1 1F947
1F948 24 1 1F948
1F949 24 1 1F949
1F94A 24 1 1F94A
1F94B 24 1 1F94B
1F94C 26 2 1F94C
1F94D 28 3 1F94D
1F94E 28 3 1F94E
1F94F 28 3 1F94F
1F950 24 1 1F950
1F951 24 1 1F951
1F952 24 1 1F952
1F953 24 1 1F953
1F954 24 1 1F954
1F955 24 1 1F955
1F956 24 1 1F956
1F957 24 1 1F957
1F958 24 1 1F958
1F959 24 1 1F959
1F95A 24 1 1F95A
1F95B 24 1 1F95B
1F95C 24 1 1F95C
1F95D 24 1 1F95D
1F95E 24 1 1F95E
1F95F 26 2 1F95F
1F960 26 2 1F960
1F961 26 2 1F961
1F962 26 2 1F962
1F963 26 2 1F963
1F964 26 2 1F964
1F965 26 2 1F965
1F966 26 2 1F966
1F967 26 2 1F967
1F968 26 2 1F968
1F969 26 2 1F969
1F96A 26 2 1F96A
1F96B 26 2 1F96B
1F96C 28 3 1F96C
1F96D 28 3 1F96D
1F96E 28 3 1F96E
1F96F 28 3 1F96F
1F970 28 3 1F970
1F971 29 4 1F971
1F972 30 6 1F972
1F973 28 3 1F973
1F974 28 3 1F974
1F975 28 3 1F975
1F976 28 3 1F976
1F977 30 6 1F977
1F978 30 6 1F978
1F979 31 8 1F979
1F97A 28 3 1F97A
1F97B 29 4 1F97B
1F97C 28 3 1F97C
1F97D 28 3 1F97D
1F97E 28 3 1F97E
1F97F 28 3 1F97F
1F980 23 1 1F980
1F981 23 1 1F981
1F982 23 1 1F982
1F983 23 1 1F983
1F984 23 1 1F984
1F985 24 1 1F985
1F986 24 1 1F986
1F987 24 1 1F987
1F988 24 1 1F988
1F989 24 1 1F989
1F98A 24 1 1F98A
1F98B 24 1 1F98B
1F98C 24 1 1F98C
1F98D 24 1 1F98D
1F98E 24 1 1F98E
1F98F 24 1 1F98F
1F990 24 1 1F990
1F991 24 1 1F991
1F992 26 2 1F992
1F993 26 2 1F993
1F994 26 2 1F994
1F995 26 2 1F995
1F996 26 2 1F996
1F997 26 2 1F997
1F998 28 3 1F998
1F999 28 3 1F999
1F99A 28 3 1F99A
1F99B 28 3 1F99B
1F99C 28 3 1F99C
1F99D 28 3 1F99D
1F99E 28 3 1F99E
1F99F 28 3 1F99F
1F9A0 28 3 1F9A0
1F9A1 28 3 1F9A1
1F9A2 28 3 1F9A2
1F9A3 30 6 1F9A3
1F9A4 30 6 1F9A4
1F9A5 29 4 1F9A5
1F9A6 29 4 1F9A6
1F9A7 29 4 1F9A7
1F9A8 29 4 1F9A8
1F9A9 29 4 1F9A9
1F9AA 29 4 1F9AA
1F9AB 30 6 1F9AB
1F9AC 30 6 1F9AC
1F9AD 30 6 1F9AD
1F9AE 29 4 1F9AE
1F9AF 29 4 1F9AF
1F9B0 28 3 1F9B0
1F9B1 28 3 1F9B1
1F9B2 28 3 1F9B2
1F9B3 28 3 1F9B3
1F9B4 28 3 1F9B4
1F9B5 28 3 1F9B5
1F9B6 28 3 1F9B6
1F9B7 28 3 1F9B7
1F9B8 28 3 1F9B8
1F9B9 28 3 1F9B9
1F9BA 29 4 1F9BA
1F9BB 29 4 1F9BB
1F9BC 29 4 1F9BC
1F9BD 29 4 1F9BD
1F9BE 29 4 1F9BE
1F9BF 29 4 1F9BF
1F9C0 23 1 1F9C0
1F9C1 28 3 1F9C1
1F9C2 28 3 1F9C2
1F9C3 29 4 1F9C3
1F9C4 29 4 1F9C4
1F9C5 29 4 1F9C5
1F9C6 29 4 1F9C6
1F9C7 29 4 1F9C7
1F9C8 29 4 1F9C8
1F9C9 29 4 1F9C9
1F9CA 29 4 1F9CA
1F9CB 30 6 1F9CB
1F9CC 31 8 1F9CC
1F9CD 29 4 1F9CD
1F9CE 29 4 1F9CE
1F9CF 29 4 1F9CF
1F9D0 26 2 1F9D0
1F9D1 26 2 1F9D1
1F9D2 26 2 1F9D2
1F9D3 26 2 1F9D3
1F9D4 26 2 1F9D4
1F9D5 26 2 1F9D5
1F9D6 26 2 1F9D6
1F9D7 26 2 1F9D7
1F9D8 26 2 1F9D8
1F9D9 26 2 1F9D9
1F9DA 26 2 1F9DA
1F9DB 26 2 1F9DB
1F9DC 26 2 1F9DC
1F9DD 26 2 1F9DD
1F9DE 26 2 1F9DE
1F9DF 26 2 1F9DF
1F9E0 26 2 1F9E0
1F9E1 26 2 1F9E1
1F9E2 26 2 1F9E2
1F9E3 26 2 1F9E3
1F9E4 26 2 1F9E4
1F9E5 26 2 1F9E5
1F9E6 26 2 1F9E6
1F9E7 28 3 1F9E7
1F9E8 28 3 1F9E8
1F9E9 28 3 1F9E9
1F9EA 28 3 1F9EA
1F9EB 28 3 1F9EB
1F9EC 28 3 1F9EC
1F9ED 28 3 1F9ED
1F9EE 28 3 1F9EE
1F9EF 28 3 1F9EF
1F9F0 28 3 1F9F0
1F9F1 28 3 1F9F1
1F9F2 28 3 1F9F2
1F9F3 28 3 1F9F3
1F9F4 28 3 1F9F4
1F9F5 28 3 1F9F5
1F9F6 28 3 1F9F6
1F9F7 28 3 1F9F7
1F9F8 28 3 1F9F8
1F9F9 28 3 1F9F9
1F9FA 28 3 1F9FA
1F9FB 28 3 1F9FB
1F9FC 28 3 1F9FC
1F9FD 28 3 1F9FD
1F9FE 28 3 1F9FE
1F9FF 28 3 1F9FF
1FA70 29 4 1FA70
1FA71 29 4 1FA71
1FA72 29 4 1FA72
1FA73 29 4 1FA73
1FA74 30 6 1FA74
1FA78 29 4 1FA78
1FA79 29 4 1FA79
1FA7A 29 4 1FA7A
1FA7B 31 8 1FA7B
1FA7C 31 8 1FA7C
1FA80 29 4 1FA80
1FA81 29 4 1FA81
1FA82 29 4 1FA82
1FA83 30 6 1FA83
1FA84 30 6 1FA84
1FA85 30 6 1FA85
1FA86 30 6 1FA86
1FA90 29 4 1FA90
1FA91 29 4 1FA91
1FA92 29 4 1FA92
1FA93 29 4 1FA93
1FA94 29 4 1FA94
1FA95 29 4 1FA95
1FA96 30 6 1FA96
1FA97 30 6 1FA97
1FA98 30 6 1FA98
1FA99 30 6 1FA99
1FA9A 30 6 1FA9A
1FA9B 30 6 1FA9B
1FA9C 30 6 1FA9C
1FA9D 30 6 1FA9D
1FA9E 30 6 1FA9E
1FA9F 30 6 1FA9F
1FAA0 30 6 1FAA0
1FAA1 30 6 1FAA1
1FAA2 30 6 1FAA2
1FAA3 30 6 1FAA3
1FAA4 30 6 1FAA4
1FAA5 30 6 1FAA5
1FAA6 30 6 1FAA6
1FAA7 30 6 1FAA7
1FAA8 30 6 1FAA8
1FAA9 31 8 1FAA9
1FAAA 31 8 1FAAA
1FAAB 31 8 1FAAB
1FAAC 31 8 1FAAC
1FAB0 30 6 1FAB0
1FAB1 30 6 1FAB1
1FAB2 30 6 1FAB2
1FAB3 30 6 1FAB3
1FAB4 30 6 1FAB4
1FAB5 30 6 1FAB5
1FAB6 30 6 1FAB6
1FAB7 31 8 1FAB7
1FAB8 31 8 1FAB8
1FAB9 31 8 1FAB9
1FABA 31 8 1FABA
1FAC0 30 6 1FAC0
1FAC1 30 6 1FAC1
1FAC2 30 6 1FAC2
1FAC3 31 8 1FAC3
1FAC4 31 8 1FAC4
1FAC5 31 8 1FAC5
1FAD0 30 6 1FAD0
1FAD1 30 6 1FAD1
1FAD2 30 6 1FAD2
1FAD3 30 6 1FAD3
1FAD4 30 6 1FAD4
1FAD5 30 6 1FAD5
1FAD6 30 6 1FAD6
1FAD7 31 8 1FAD7
1FAD8 31 8 1FAD8
1FAD9 31 8 1FAD9
1FAE0 31 8 1FAE0
1FAE1 31 8 1FAE1
1FAE2 31 8 1FAE2
1FAE3 31 8 1FAE3
1FAE4 31 8 1FAE4
1FAE5 31 8 1FAE5
1FAE6 31 8 1FAE6
1FAE7 31 8 1FAE7
1FAF0 31 8 1FAF0
1FAF1 31 8 1FAF1
1FAF2 31 8 1FAF2
1FAF3 31 8 1FAF3
1FAF4 31 8 1FAF4
1FAF5 31 8 1FAF5
1FAF6 31 8 1FAF6
10835E 20 1 38 20E3
10835F 20 1 35 20E3
108360 20 1 34 20E3
108361 20 1 39 20E3
108362 20 1 23 20E3
108363 20 1 31 20E3
108364 20 1 37 20E3
108365 20 1 36 20E3
108366 20 1 33 20E3
108367 20 1 32 20E3
108368 20 1 1F1E6 1F1E9
108369 20 1 1F1E6 1F1EA
10836A 20 1 1F1E6 1F1EB
10836B 20 1 1F1E6 1F1EC
10836C 20 1 1F1E6 1F1EE
10836D 20 1 1F1E6 1F1F1
10836E 20 1 1F1E6 1F1F2
10836F 20 1 1F1E6 1F1F4
108370 20 1 1F1E6 1F1F7
108371 20 1 1F1E6 1F1F8
108372 20 1 1F1E6 1F1F9
108373 20 1 1F1E6 1F1FA
108374 20 1 1F1E6 1F1FC
108375 20 1 1F1E6 1F1FD
108376 20 1 1F1E6 1F1FF
108377 20 1 1F1E7 1F1E6
108378 20 1 1F1E7 1F1E7
108379 20 1 1F1E7 1F1E9
10837A 20 1 1F1E7 1F1EA
10837B 20 1 1F1E7 1F1EB
10837C 20 1 1F1E7 1F1EC
10837D 20 1 1F1E7 1F1ED
10837E 20 1 1F1E7 1F1EE
10837F 20 1 1F1E7 1F1EF
108380 20 1 1F1E7 1F1F2
108381 20 1 1F1E7 1F1F3
108382 20 1 1F1E7 1F1F4
108383 20 1 1F1E7 1F1F7
108384 20 1 1F1E7 1F1F8
108385 20 1 1F1E7 1F1F9
108386 20 1 1F1E7 1F1FC
108387 20 1 1F1E7 1F1FE
108388 20 1 1F1E7 1F1FF
108389 20 1 1F1E8 1F1E6
10838A 20 1 1F1E8 1F1E8
10838B 20 1 1F1E8 1F1E9
10838C 20 1 1F1E8 1F1EB
10838D 20 1 1F1E8 1F1EC
10838E 20 1 1F1E8 1F1ED
10838F 20 1 1F1E8 1F1EE
108390 20 1 1F1E8 1F1F0
108391 20 1 1F1E8 1F1F1
108392 20 1 1F1E8 1F1F2
108393 20 1 1F1E8 1F1F3
108394 20 1 1F1E8 1F1F4
108395 20 1 1F1E8 1F1F7
108396 20 1 1F1E8 1F1FA
108397 20 1 1F1E8 1F1FB
108398 20 1 1F1E8 1F1FC
108399 20 1 1F1E8 1F1FD
10839A 20 1 1F1E8 1F1FE
10839B 20 1 1F1E8 1F1FF
10839C 20 1 1F1E9 1F1EA
10839D 20 1 1F1E9 1F1EF
10839E 20 1 1F1E9 1F1F0
10839F 20 1 1F1E9 1F1F2
1083A0 20 1 1F1E9 1F1F4
1083A1 20 1 1F1E9 1F1FF
1083A2 20 1 1F1EA 1F1E8
1083A3 20 1 1F1EA 1F1EA
1083A4 20 1 1F1EA 1F1EC
1083A5 20 1 1F1EA 1F1F7
1083A6 20 1 1F1EA 1F1F8
1083A7 20 1 1F1EA 1F1F9
1083A8 20 1 1F1EA 1F1FA
1083A9 20 1 1F1EB 1F1EE
1083AA 20 1 1F1EB 1F1EF
1083AB 20 1 1F1EB 1F1F2
1083AC 20 1 1F1EB 1F1F4
1083AD 20 1 1F1EB 1F1F7
1083AE 20 1 1F1EC 1F1E6
1083AF 20 1 1F1EC 1F1E7
1083B0 20 1 1F1EC 1F1E9
1083B1 20 1 1F1EC 1F1EA
1083B2 20 1 1F1EC 1F1EC
1083B3 20 1 1F1EC 1F1ED
1083B4 20 1 1F1EC 1F1EE
1083B5 20 1 1F1EC 1F1F1
1083B6 20 1 1F1EC 1F1F2
1083B7 20 1 1F1EC 1F1F3
1083B8 20 1 1F1EC 1F1F6
1083B9 20 1 1F1EC 1F1F7
1083BA 20 1 1F1EC 1F1F9
1083BB 20 1 1F1EC 1F1FA
1083BC 20 1 1F1EC 1F1FC
1083BD 20 1 1F1EC 1F1FE
1083BE 20 1 1F1ED 1F1F0
1083BF 20 1 1F1ED 1F1F3
1083C0 20 1 1F1ED 1F1F7
1083C1 20 1 1F1ED 1F1F9
1083C2 20 1 1F1ED 1F1FA
1083C3 20 1 1F1EE 1F1E9
1083C4 20 1 1F1EE 1F1EA
1083C5 20 1 1F1EE 1F1F1
1083C6 20 1 1F1EE 1F1F2
1083C7 20 1 1F1EE 1F1F3
1083C8 20 1 1F1EE 1F1F4
1083C9 20 1 1F1EE 1F1F6
1083CA 20 1 1F1EE 1F1F7
1083CB 20 1 1F1EE 1F1F8
1083CC 20 1 1F1EE 1F1F9
1083CD 20 1 1F1EF 1F1EA
1083CE 20 1 1F1EF 1F1F2
1083CF 20 1 1F1EF 1F1F4
1083D0 20 1 1F1EF 1F1F5
1083D1 20 1 1F1F0 1F1EA
1083D2 20 1 1F1F0 1F1EC
1083D3 20 1 1F1F0 1F1ED
1083D4 20 1 1F1F0 1F1EE
1083D5 20 1 1F1F0 1F1F2
1083D6 20 1 1F1F0 1F1F3
1083D7 20 1 1F1F0 1F1F5
1083D8 20 1 1F1F0 1F1F7
1083D9 20 1 1F1F0 1F1FC
1083DA 20 1 1F1F0 1F1FE
1083DB 20 1 1F1F0 1F1FF
1083DC 20 1 1F1F1 1F1E6
1083DD 20 1 1F1F1 1F1E7
1083DE 20 1 1F1F1 1F1E8
1083DF 20 1 1F1F1 1F1EE
1083E0 20 1 1F1F1 1F1F0
1083E1 20 1 1F1F1 1F1F7
1083E2 20 1 1F1F1 1F1F8
1083E3 20 1 1F1F1 1F1F9
1083E4 20 1 1F1F1 1F1FA
1083E5 20 1 1F1F1 1F1FB
1083E6 20 1 1F1F1 1F1FE
1083E7 20 1 1F1F2 1F1E6
1083E8 20 1 1F1F2 1F1E8
1083E9 20 1 1F1F2 1F1E9
1083EA 20 1 1F1F2 1F1EA
1083EB 20 1 1F1F2 1F1EC
1083EC 20 1 1F1F2 1F1ED
1083ED 20 1 1F1F2 1F1F0
1083EE 20 1 1F1F2 1F1F1
1083EF 20 1 1F1F2 1F1F2
1083F0 20 1 1F1F2 1F1F3
1083F1 20 1 1F1F2 1F1F4
1083F2 20 1 1F1F2 1F1F5
1083F3 20 1 1F1F2 1F1F7
1083F4 20 1 1F1F2 1F1F8
1083F5 20 1 1F1F2 1F1F9
1083F6 20 1 1F1F2 1F1FA
1083F7 20 1 1F1F2 1F1FB
1083F8 20 1 1F1F2 1F1FC
1083F9 20 1 1F1F2 1F1FD
1083FA 20 1 1F1F2 1F1FE
1083FB 20 1 1F1F2 1F1FF
1083FC 20 1 1F1F3 1F1E6
1083FD 20 1 1F1F3 1F1EA
1083FE 20 1 1F1F3 1F1EB
1083FF 20 1 1F1F3 1F1EC
108400 20 1 1F1F3 1F1EE
108401 20 1 1F1F3 1F1F1
108402 20 1 1F1F3 1F1F4
108403 20 1 1F1F3 1F1F5
108404 20 1 1F1F3 1F1F7
108405 20 1 1F1F3 1F1FA
108406 20 1 1F1F3 1F1FF
108407 20 1 1F1F4 1F1F2
108408 20 1 1F1F5 1F1E6
108409 20 1 1F1F5 1F1EA
10840A 20 1 1F1F5 1F1EB
10840B 20 1 1F1F5 1F1EC
10840C 20 1 1F1F5 1F1ED
10840D 20 1 1F1F5 1F1F0
10840E 20 1 1F1F5 1F1F1
10840F 20 1 1F1F5 1F1F3
108410 20 1 1F1F5 1F1F7
108411 20 1 1F1F5 1F1F8
108412 20 1 1F1F5 1F1F9
108413 20 1 1F1F5 1F1FC
108414 20 1 1F1F5 1F1FE
108415 20 1 1F1F6 1F1E6
108416 20 1 1F1F7 1F1F4
108417 20 1 1F1F7 1F1F8
108418 20 1 1F1F7 1F1FA
108419 20 1 1F1F7 1F1FC
10841A 20 1 1F1F8 1F1E6
10841B 20 1 1F1F8 1F1E7
10841C 20 1 1F1F8 1F1E8
10841D 20 1 1F1F8 1F1E9
10841E 20 1 1F1F8 1F1EA
10841F 20 1 1F1F8 1F1EC
108420 20 1 1F1F8 1F1EE
108421 20 1 1F1F8 1F1F0
108422 20 1 1F1F8 1F1F1
108423 20 1 1F1F8 1F1F2
108424 20 1 1F1F8 1F1F3
108425 20 1 1F1F8 1F1F4
108426 20 1 1F1F8 1F1F7
108427 20 1 1F1F8 1F1F8
108428 20 1 1F1F8 1F1F9
108429 20 1 1F1F8 1F1FB
10842A 20 1 1F1F8 1F1FD
10842B 20 1 1F1F8 1F1FE
10842C 20 1 1F1F8 1F1FF
10842D 20 1 1F1F9 1F1E8
10842E 20 1 1F1F9 1F1E9
10842F 20 1 1F1F9 1F1EC
108430 20 1 1F1F9 1F1ED
108431 20 1 1F1F9 1F1EF
108432 20 1 1F1F9 1F1F0
108433 20 1 1F1F9 1F1F1
108434 20 1 1F1F9 1F1F2
108435 20 1 1F1F9 1F1F3
108436 20 1 1F1F9 1F1F4
108437 20 1 1F1F9 1F1F7
108438 20 1 1F1F9 1F1F9
108439 20 1 1F1F9 1F1FB
10843A 20 1 1F1F9 1F1FC
10843B 20 1 1F1F9 1F1FF
10843C 20 1 1F1FA 1F1E6
10843D 20 1 1F1FA 1F1EC
10843E 20 1 1F1FA 1F1F8
10843F 20 1 1F1FA 1F1FE
108440 20 1 1F1FA 1F1FF
108441 20 1 1F1FB 1F1E6
108442 20 1 1F1FB 1F1E8
108443 20 1 1F1FB 1F1EA
108444 20 1 1F1FB 1F1EC
108445 20 1 1F1FB 1F1EE
108446 20 1 1F1FB 1F1F3
108447 20 1 1F1FB 1F1FA
108448 20 1 1F1FC 1F1F8
108449 20 1 1F1FE 1F1EA
10844A 20 1 1F1FF 1F1E6
10844B 20 1 1F1FF 1F1F2
10844C 20 1 1F1FF 1F1FC
10844D 20 1 30 20E3
108507 23 1 2A 20E3
108508 23 1 1F441 200D 1F5E8
108509 23 1 1F468 200D 2764 200D 1F48B 200D 1F468
10850A 23 1 1F468 200D 1F469 200D 1F467 200D 1F467
10850B 23 1 1F468 200D 1F469 200D 1F467 200D 1F466
10850C 23 1 1F468 200D 1F469 200D 1F466 200D 1F466
10850D 23 1 1F468 200D 1F468 200D 1F467 200D 1F467
10850E 23 1 1F468 200D 1F468 200D 1F467 200D 1F466
10850F 23 1 1F468 200D 1F468 200D 1F466 200D 1F466
108510 23 1 1F468 200D 2764 200D 1F468
108511 23 1 1F468 200D 1F469 200D 1F467
108512 23 1 1F468 200D 1F469 200D 1F466
108513 23 1 1F468 200D 1F468 200D 1F467
108514 23 1 1F468 200D 1F468 200D 1F466
108515 23 1 1F469 200D 2764 200D 1F48B 200D 1F469
108516 23 1 1F469 200D 2764 200D 1F48B 200D 1F468
108517 23 1 1F469 200D 1F469 200D 1F467 200D 1F467
108518 23 1 1F469 200D 1F469 200D 1F467 200D 1F466
108519 23 1 1F469 200D 1F469 200D 1F466 200D 1F466
10851A 23 1 1F469 200D 2764 200D 1F469
10851B 23 1 1F469 200D 2764 200D 1F468
10851C 23 1 1F469 200D 1F469 200D 1F467
10851D 23 1 1F469 200D 1F469 200D 1F466
10856B 24 1 1F1E6 1F1F6
10856C 24 1 1F1E6 1F1E8
10856D 24 1 1F1E7 1F1FB
10856E 24 1 1F1E7 1F1F6
10856F 24 1 1F1E7 1F1F1
108570 24 1 1F1E8 1F1F5
108571 24 1 1F1E9 1F1EC
108572 24 1 1F1EA 1F1ED
108573 24 1 1F1EA 1F1E6
108574 24 1 1F1EB 1F1F0
108575 24 1 1F1EC 1F1F8
108576 24 1 1F1EC 1F1F5
108577 24 1 1F1EC 1F1EB
108578 24 1 1F1ED 1F1F2
108579 24 1 1F1EE 1F1E8
10857A 24 1 1F1F2 1F1F6
10857B 24 1 1F1F2 1F1EB
10857C 24 1 1F1F3 1F1E8
10857D 24 1 1F1F5 1F1F2
10857E 24 1 1F1F7 1F1EA
10857F 24 1 1F1F8 1F1EF
108580 24 1 1F1F8 1F1ED
108581 24 1 1F1F9 1F1EB
108582 24 1 1F1F9 1F1E6
108583 24 1 1F1FA 1F1F3
108584 24 1 1F1FA 1F1F2
108585 24 1 1F1FC 1F1EB
108586 24 1 1F1FD 1F1F0
108587 24 1 1F1FE 1F1F9
108588 24 1 1F385 1F3FF
108589 24 1 1F385 1F3FE
10858A 24 1 1F385 1F3FD
10858B 24 1 1F385 1F3FC
10858C 24 1 1F385 1F3FB
10858D 24 1 1F3C3 1F3FF
10858E 24 1 1F3C3 1F3FE
10858F 24 1 1F3C3 1F3FD
108590 24 1 1F3C3 1F3FC
108591 24 1 1F3C3 1F3FB
108592 24 1 1F3C4 1F3FF
108593 24 1 1F3C4 1F3FE
108594 24 1 1F3C4 1F3FD
108595 24 1 1F3C4 1F3FC
108596 24 1 1F3C4 1F3FB
108597 24 1 1F3CA 1F3FF
108598 24 1 1F3CA 1F3FE
108599 24 1 1F3CA 1F3FD
10859A 24 1 1F3CA 1F3FC
10859B 24 1 1F3CA 1F3FB
10859C 24 1 1F3CB 1F3FF
10859D 24 1 1F3CB 1F3FE
10859E 24 1 1F3CB 1F3FD
10859F 24 1 1F3CB 1F3FC
1085A0 24 1 1F3CB 1F3FB
1085A1 24 1 1F442 1F3FF
1085A2 24 1 1F442 1F3FE
1085A3 24 1 1F442 1F3FD
1085A4 24 1 1F442 1F3FC
1085A5 24 1 1F442 1F3FB
1085A6 24 1 1F443 1F3FF
1085A7 24 1 1F443 1F3FE
1085A8 24 1 1F443 1F3FD
1085A9 24 1 1F443 1F3FC
1085AA 24 1 1F443 1F3FB
1085AB 24 1 1F446 1F3FF
1085AC 24 1 1F446 1F3FE
1085AD 24 1 1F446 1F3FD
1085AE 24 1 1F446 1F3FC
1085AF 24 1 1F446 1F3FB
1085B0 24 1 1F447 1F3FF
1085B1 24 1 1F447 1F3FE
1085B2 24 1 1F447 1F3FD
1085B3 24 1 1F447 1F3FC
1085B4 24 1 1F447 1F3FB
1085B5 24 1 1F448 1F3FF
1085B6 24 1 1F448 1F3FE
1085B7 24 1 1F448 1F3FD
1085B8 24 1 1F448 1F3FC
1085B9 24 1 1F448 1F3FB
1085BA 24 1 1F449 1F3FF
1085BB 24 1 1F449 1F3FE
1085BC 24 1 1F449 1F3FD
1085BD 24 1 1F449 1F3FC
1085BE 24 1 1F449 1F3FB
1085BF 24 1 1F44A 1F3FF
1085C0 24 1 1F44A 1F3FE
1085C1 24 1 1F44A 1F3FD
1085C2 24 1 1F44A 1F3FC
1085C3 24 1 1F44A 1F3FB
1085C4 24 1 1F44B 1F3FF
1085C5 24 1 1F44B 1F3FE
1085C6 24 1 1F44B 1F3FD
1085C7 24 1 1F44B 1F3FC
1085C8 24 1 1F44B 1F3FB
1085C9 24 1 1F44C 1F3FF
1085CA 24 1 1F44C 1F3FE
1085CB 24 1 1F44C 1F3FD
1085CC 24 1 1F44C 1F3FC
1085CD 24 1 1F44C 1F3FB
1085CE 24 1 1F44D 1F3FF
1085CF 24 1 1F44D 1F3FE
1085D0 24 1 1F44D 1F3FD
1085D1 24 1 1F44D 1F3FC
1085D2 24 1 1F44D 1F3FB
1085D3 24 1 1F44E 1F3FF
1085D4 24 1 1F44E 1F3FE
1085D5 24 1 1F44E 1F3FD
1085D6 24 1 1F44E 1F3FC
1085D7 24 1 1F44E 1F3FB
1085D8 24 1 1F44F 1F3FF
1085D9 24 1 1F44F 1F3FE
1085DA 24 1 1F44F 1F3FD
1085DB 24 1 1F44F 1F3FC
1085DC 24 1 1F44F 1F3FB
1085DD 24 1 1F450 1F3FF
1085DE 24 1 1F450 1F3FE
1085DF 24 1 1F450 1F3FD
1085E0 24 1 1F450 1F3FC
1085E1 24 1 1F450 1F3FB
1085E2 24 1 1F466 1F3FF
1085E3 24 1 1F466 1F3FE
1085E4 24 1 1F466 1F3FD
1085E5 24 1 1F466 1F3FC
1085E6 24 1 1F466 1F3FB
1085E7 24 1 1F467 1F3FF
1085E8 24 1 1F467 1F3FE
1085E9 24 1 1F467 1F3FD
1085EA 24 1 1F467 1F3FC
1085EB 24 1 1F467 1F3FB
1085EC 24 1 1F468 1F3FF
1085ED 24 1 1F468 1F3FE
1085EE 24 1 1F468 1F3FD
1085EF 24 1 1F468 1F3FC
1085F0 24 1 1F468 1F3FB
1085F1 24 1 1F469 1F3FF
1085F2 24 1 1F469 1F3FE
1085F3 24 1 1F469 1F3FD
1085F4 24 1 1F469 1F3FC
1085F5 24 1 1F469 1F3FB
1085F6 24 1 1F46E 1F3FF
1085F7 24 1 1F46E 1F3FE
1085F8 24 1 1F46E 1F3FD
1085F9 24 1 1F46E 1F3FC
1085FA 24 1 1F46E 1F3FB
1085FB 24 1 1F470 1F3FF
1085FC 24 1 1F470 1F3FE
1085FD 24 1 1F470 1F3FD
1085FE 24 1 1F470 1F3FC
1085FF 24 1 1F470 1F3FB
108600 24 1 1F471 1F3FF
108601 24 1 1F471 1F3FE
108602 24 1 1F471 1F3FD
108603 24 1 1F471 1F3FC
108604 24 1 1F471 1F3FB
108605 24 1 1F472 1F3FF
108606 24 1 1F472 1F3FE
108607 24 1 1F472 1F3FD
108608 24 1 1F472 1F3FC
108609 24 1 1F472 1F3FB
10860A 24 1 1F473 1F3FF
10860B 24 1 1F473 1F3FE
10860C 24 1 1F473 1F3FD
10860D 24 1 1F473 1F3FC
10860E 24 1 1F473 1F3FB
10860F 24 1 1F474 1F3FF
108610 24 1 1F474 1F3FE
108611 24 1 1F474 1F3FD
108612 24 1 1F474 1F3FC
108613 24 1 1F474 1F3FB
108614 24 1 1F475 1F3FF
108615 24 1 1F475 1F3FE
108616 24 1 1F475 1F3FD
108617 24 1 1F475 1F3FC
108618 24 1 1F475 1F3FB
108619 24 1 1F476 1F3FF
10861A 24 1 1F476 1F3FE
10861B 24 1 1F476 1F3FD
